(1, 'abyssinian', 'abyssinian')
(711, 'saint_bernard', 'saint bernard')
(712, 'saint_bernard', 'saint bernard')
(713, 'saint_bernard', 'saint bernard')
(714, 'saint_bernard', 'saint bernard')
(715, 'saint_bernard', 'saint bernard')
(716, 'saint_bernard', 'saint bernard')
(717, 'saint_bernard', 'saint bernard')
(718, 'saint_bernard', 'saint bernard')
(719, 'saint_bernard', 'saint bernard')
(720, 'saint_bernard', 'saint bernard')
(721, 'saint_bernard', 'saint bernard')
(722, 'saint_bernard', 'saint bernard')
(723, 'saint_bernard', 'saint bernard')
(724, 'saint_bernard', 'saint bernard')
(725, 'saint_bernard', 'saint bernard')
(726, 'samoyed', 'samoyed')
(727, 'samoyed', 'samoyed')
(728, 'samoyed', 'samoyed')
(729, 'samoyed', 'samoyed')
(730, 'samoyed', 'samoyed')
(731, 'samoyed', 'samoyed')
(732, 'samoyed', 'samoyed')
(733, 'samoyed', 'samoyed')
(734, 'samoyed', 'samoyed')
(735, 'samoyed', 'samoyed')
(736, 'samoyed', 'samoyed')
(737, 'samoyed', 'samoyed')
(738, 'samoyed', 'samoyed')
(739, 'samoyed', 'samoyed')
(740, 'samoyed', 'samoyed')
(741, 'samoyed', 'samoyed')
(742, 'samoyed', 'samoyed')
(743, 'samoyed', 'samoyed')
(744, 'samoyed', 'samoyed')
(745, 'samoyed', 'samoyed')
(746, 'samoyed', 'samoyed')
(747, 'samoyed', 'samoyed')
(748, 'samoyed', 'samoyed')
(749, 'samoyed', 'samoyed')
(750, 'samoyed', 'samoyed')
(751, 'scottish_terrier', 'scottish terrier')
(752, 'scottish_terrier', 'scottish terrier')
(753, 'scottish_terrier', 'cairn terrier')
(754, 'scottish_terrier', 'scottish terrier')
(755, 'scottish_terrier', 'cairn terrier')
(756, 'scottish_terrier', 'scottish terrier')
(757, 'scottish_terrier', 'scottish terrier')
(758, 'scottish_terrier', 'cairn terrier')
(759, 'scottish_terrier', 'scottish terrier')
(760, 'scottish_terrier', 'cairn terrier')
(761, 'scottish_terrier', 'scottish terrier')
(762, 'scottish_terrier', 'west highland white terrier')
(763, 'scottish_terrier', 'scottish terrier')
(764, 'scottish_terrier', 'scottish terrier')
(765, 'scottish_terrier', 'scottish terrier')
(766, 'scottish_terrier', 'scottish terrier')
(767, 'scottish_terrier', 'scottish terrier')
(768, 'scottish_terrier', 'scottish terrier')
(769, 'scottish_terrier', 'scottish terrier')
(770, 'scottish_terrier', 'cairn terrier')
(771, 'scottish_terrier', 'cairn terrier')
(772, 'scottish_terrier', 'scottish terrier')
(773, 'scottish_terrier', 'cairn terrier')
(774, 'scottish_terrier', 'west highland white terrier')
(775, 'scottish_terrier', 'scottish terrier')
(776, 'shiba_inu', 'shiba inu')
(777, 'shiba_inu', 'shiba inu')
(778, 'shiba_inu', 'shiba inu')
(779, 'shiba_inu', 'shiba inu')
(780, 'shiba_inu', 'shiba inu')
(781, 'shiba_inu', 'shiba inu')
(782, 'shiba_inu', 'shiba inu')
(783, 'shiba_inu', 'shiba inu')
(784, 'shiba_inu', 'shiba inu')
(785, 'shiba_inu', 'shiba inu')
(786, 'shiba_inu', 'shiba inu')
(787, 'shiba_inu', 'shiba inu')
(788, 'shiba_inu', 'shiba inu')
(789, 'shiba_inu', 'shiba inu')
(790, 'shiba_inu', 'shiba inu')
(791, 'shiba_inu', 'shiba inu')
(792, 'shiba_inu', 'shiba inu')
(793, 'shiba_inu', 'shiba inu')
(794, 'shiba_inu', 'shiba inu')
(795, 'shiba_inu', 'shiba inu')
(796, 'shiba_inu', 'shiba inu')
(797, 'shiba_inu', 'shiba inu')
(798, 'shiba_inu', 'shiba inu')
(799, 'shiba_inu', 'shiba inu')
(800, 'shiba_inu', 'shiba inu')
(801, 'siamese', 'siamese')
(802, 'siamese', 'siamese')
(803, 'siamese', 'siamese')
(804, 'siamese', 'siamese')
(805, 'siamese', 'siamese')
(806, 'siamese', 'siamese')
(807, 'siamese', 'siamese')
(808, 'siamese', 'siamese')
(809, 'siamese', 'siamese')
(810, 'siamese', 'siamese')
(811, 'siamese', 'siamese')
(812, 'siamese', 'siamese')
(813, 'siamese', 'siamese')
(814, 'siamese', 'siamese')
(815, 'siamese', 'siamese')
(816, 'siamese', 'siamese')
(817, 'siamese', 'siamese')
(818, 'siamese', 'siamese')
(819, 'siamese', 'siamese')
(820, 'siamese', 'siamese')
(821, 'siamese', 'siamese')
(822, 'siamese', 'siamese')
(823, 'siamese', 'siamese')
(824, 'siamese', 'siamese')
(825, 'siamese', 'siamese')
(826, 'sphynx', 'sphynx')
(827, 'sphynx', 'sphynx')
(828, 'sphynx', 'sphynx')
(829, 'sphynx', 'sphynx')
(830, 'sphynx', 'sphynx')
(831, 'sphynx', 'sphynx')
(832, 'sphynx', 'sphynx')
(833, 'sphynx', 'sphynx')
(834, 'sphynx', 'sphynx')
(835, 'sphynx', 'sphynx')
(836, 'sphynx', 'sphynx')
(837, 'sphynx', 'sphynx')
(838, 'sphynx', 'sphynx')
(839, 'sphynx', 'sphynx')
(840, 'sphynx', 'sphynx')
(841, 'sphynx', 'sphxny')
(842, 'sphynx', 'sphynx')
(843, 'sphynx', 'sphynx')
(844, 'sphynx', 'sphynx')
(845, 'sphynx', 'sphynx')
(846, 'sphynx', 'sphynx')
(847, 'sphynx', 'sphynx')
(848, 'sphynx', 'sphynx')
(849, 'sphynx', 'sphynx')
(850, 'sphynx', 'sphynx')
(851, 'staffordshire_bull_terrier', 'staffordshire bull terrier')
(852, 'staffordshire_bull_terrier', 'staffordshire bull terrier')
(853, 'staffordshire_bull_terrier', 'staffordshire bull terrier')
(854, 'staffordshire_bull_terrier', 'pit bull terrier')
(855, 'staffordshire_bull_terrier', 'american pit bull terrier')
(856, 'staffordshire_bull_terrier', 'staffordshire bull terrier')
(857, 'staffordshire_bull_terrier', 'american bulldog')
(858, 'staffordshire_bull_terrier', 'american staffordshire terrier')
(859, 'staffordshire_bull_terrier', 'american pit bull terrier')
(860, 'staffordshire_bull_terrier', 'cane corso')
(861, 'staffordshire_bull_terrier', 'boxer')
(862, 'staffordshire_bull_terrier', 'staffordshire bull terrier')
(863, 'staffordshire_bull_terrier', 'american staffordshire terrier')
(864, 'staffordshire_bull_terrier', 'staffordshire bull terrier')
(865, 'staffordshire_bull_terrier', 'staffordshire bull terrier')
(866, 'staffordshire_bull_terrier', 'staffordshire bull terrier')
(867, 'staffordshire_bull_terrier', 'american staffordshire terrier')
(868, 'staffordshire_bull_terrier', 'staffordshire bull terrier')
(869, 'staffordshire_bull_terrier', 'staffordshire bull terrier')
(870, 'staffordshire_bull_terrier', 'staffordshire bull terrier')
(871, 'staffordshire_bull_terrier', 'staffordshire bull terrier')
(872, 'staffordshire_bull_terrier', 'staffordshire bull terrier')
(873, 'staffordshire_bull_terrier', 'american pit bull terrier')
(874, 'staffordshire_bull_terrier', 'american staffordshire terrier')
(875, 'staffordshire_bull_terrier', 'staffordshire bull terrier')
(876, 'wheaten_terrier', 'soft-coated wheaten terrier')
(877, 'wheaten_terrier', 'soft-coated wheaten terrier')
(878, 'wheaten_terrier', 'soft-coated wheaten terrier')
(879, 'wheaten_terrier', 'soft-coated wheaten terrier')
(880, 'wheaten_terrier', 'soft-coated wheaten terrier')
(881, 'wheaten_terrier', 'soft-coated wheaten terrier')
(882, 'wheaten_terrier', 'soft-coated wheaten terrier')
(883, 'wheaten_terrier', 'soft-coated wheaten terrier')
(884, 'wheaten_terrier', 'soft-coated wheaten terrier')
(885, 'wheaten_terrier', 'soft-coated wheaten terrier')
(886, 'wheaten_terrier', 'soft-coated wheaten terrier')
(887, 'wheaten_terrier', 'goldendoodle')
(888, 'wheaten_terrier', 'soft-coated wheaten terrier')
(889, 'wheaten_terrier', 'soft-coated wheaten terrier')
(890, 'wheaten_terrier', 'wheaten terrier')
(891, 'wheaten_terrier', 'soft-coated wheaten terrier')
(892, 'wheaten_terrier', 'soft-coated wheaten terrier')
(893, 'wheaten_terrier', 'soft-coated wheaten terrier')
(894, 'wheaten_terrier', 'soft-coated wheaten terrier')
(895, 'wheaten_terrier', 'soft-coated wheaten terrier')
(896, 'wheaten_terrier', 'soft-coated wheaten terrier')
(897, 'wheaten_terrier', 'soft-coated wheaten terrier')
(898, 'wheaten_terrier', 'soft-coated wheaten terrier')
(899, 'wheaten_terrier', 'soft-coated wheaten terrier')
(900, 'wheaten_terrier', 'soft-coated wheaten terrier')
(901, 'yorkshire_terrier', 'yorkshire terrier')
(902, 'yorkshire_terrier', 'yorkshire terrier')
(903, 'yorkshire_terrier', 'yorkshire terrier')
(904, 'yorkshire_terrier', 'yorkshire terrier')
(905, 'yorkshire_terrier', 'yorkshire terrier')
(906, 'yorkshire_terrier', 'yorkshire terrier')
(907, 'yorkshire_terrier', 'yorkshire terrier')
(908, 'yorkshire_terrier', 'yorkshire terrier')
(909, 'yorkshire_terrier', 'cairn terrier')
(910, 'yorkshire_terrier', 'yorkshire terrier')
(911, 'yorkshire_terrier', 'yorkshire terrier')
(912, 'yorkshire_terrier', 'yorkshire terrier')
(913, 'yorkshire_terrier', 'yorkshire terrier')
(914, 'yorkshire_terrier', 'yorkshire terrier')
(915, 'yorkshire_terrier', 'yorkshire terrier')
(916, 'yorkshire_terrier', 'yorkshire terrier')
(917, 'yorkshire_terrier', 'chihuahua')
(918, 'yorkshire_terrier', 'yorkshire terrier')
(919, 'yorkshire_terrier', 'yorkshire terrier')
(920, 'yorkshire_terrier', 'yorkshire terrier')
(921, 'yorkshire_terrier', 'yorkshire terrier')
(922, 'yorkshire_terrier', 'yorkshire terrier')
(923, 'yorkshire_terrier', 'yorkshire terrier')
(924, 'yorkshire_terrier', 'yorkshire terrier')
(925, 'yorkshire_terrier', 'yorkshire terrier')
